id,carnegie_basic,carnegie_undergrad,carnegie_size_setting,minority_serving_historically_black,minority_serving_predominantly_black,minority_serving_annh,minority_serving_tribal,minority_serving_aanipi,minority_serving_hispanic,minority_serving_nant,men_only,women_only,religious_affiliation,admission_rate_overall,admission_rate_by_ope_id,attendance_academic_year,attendance_program_year,tuition_in_state,tuition_out_of_state,tuition_program_year,tuition_revenue_per_fte,instructional_expenditure_per_fte,faculty_salary,ft_faculty_rate,pell_grant_rate,completion_rate_4yr_150nt,completion_rate_less_than_4yr_150nt
110219,26,11,9,0,0,0,0,0,0,0,0,0,,,,25480,,13975,13975,,12386,4182,4650,0.2714,0.6794,0.2662,
110246,7,2,4,0,0,0,0,0,1,0,0,0,,,,11717,,1368,6984,,987,5552,8864,0.217,0.4163,,0.3128
110307,26,0,18,0,0,0,0,0,0,0,0,0,,,,,,,,,13223,13770,5467,0.2471,,,
110316,17,11,9,0,0,0,0,0,0,0,0,0,,,,,,,,,22916,13260,8190,0.3247,0.5714,,
110334,1,1,4,0,0,0,0,0,1,0,0,0,,,,14270,,1268,7028,,793,6046,7591,0.408,0.2195,,0.2572
110361,18,13,13,0,0,0,0,0,1,0,0,0,75,0.7708,0.770787855,43158,,32256,32256,,19106,8967,9350,0.4314,0.4488,0.5866,
110370,30,13,10,0,0,0,0,0,0,0,0,0,,0.6369,0.636907731,61515,,47266,47266,,28829,15831,9572,0.2052,0.2932,0.6121,
110398,31,0,18,0,0,0,0,0,0,0,0,0,,,,,,,,,25580,27334,12647,0.8427,,,
110404,15,14,11,0,0,0,0,0,0,0,0,0,,0.0774,0.07739474,66774,,49908,49908,,18456,98888,19600,0.9165,0.1236,0.893,
110413,18,13,13,0,0,0,0,0,1,0,0,0,39,0.7275,0.72748048,55546,,41363,41363,,18746,9913,10005,1,0.2559,0.708,
110422,18,14,16,0,0,0,0,0,0,0,0,0,,0.3461,0.346114267,25960,,9432,21312,,8972,9848,10006,0.686,0.1764,0.7914,
110468,17,5,9,0,0,0,0,0,0,0,0,0,,0.8,0.8,33375,,14310,14310,,18373,8361,8147,0.8644,0.0381,,
110486,18,13,12,0,0,0,0,0,1,0,0,0,,0.6112,0.611236208,16832,,7147,19027,,3470,6510,9262,0.5149,0.6113,0.4086,
110495,18,13,12,0,0,0,0,1,1,0,0,0,,0.7706,0.770603544,15732,,7038,18918,,5058,8629,9328,0.5063,0.6006,0.5277,
110510,18,11,15,0,0,0,0,0,1,0,0,0,,0.5713,0.571337213,18202,,6885,18765,,3881,6821,9564,0.4791,0.6376,0.5416,
110529,18,13,15,0,0,0,0,1,1,0,0,0,,0.5507,0.55068603,21137,,7339,19219,,4875,7160,10273,0.4879,0.4629,0.6593,
110538,18,13,15,0,0,0,0,0,1,0,0,0,,0.6778,0.677794465,22917,,7348,19228,,4430,7096,9409,0.551,0.4493,0.6553,
110547,18,9,15,0,0,0,0,0,1,0,0,0,,0.5368,0.536842105,14463,,6837,18717,,4241,7415,9336,0.396,0.6194,0.4291,
110556,17,11,15,0,0,0,0,0,1,0,0,0,,0.5941,0.594084821,16205,,6585,18465,,3860,7031,9208,0.5268,0.574,0.556,
110565,18,13,15,0,0,0,0,0,1,0,0,0,,0.4572,0.457190884,17529,,6850,18730,,5693,7101,9747,0.4799,0.4689,0.6624,
110574,18,13,15,0,0,0,0,1,1,0,0,0,,0.7405,0.740508708,21267,,6834,18714,,6706,6714,9811,0.4425,0.471,0.4237,
110583,18,13,15,0,0,0,0,0,1,0,0,0,,0.2799,0.279945438,18104,,6730,18610,,4920,7624,9865,0.4961,0.508,0.6874,
110592,18,11,15,0,0,0,0,1,1,0,0,0,,0.4645,0.46446144,13612,,6639,18519,,3898,6759,9575,0.4098,0.6699,0.4713,
110608,18,11,15,0,0,0,0,0,1,0,0,0,,0.5765,0.57652909,15960,,6875,18755,,5271,7016,9744,0.4443,0.5428,0.5127,
110617,18,11,15,0,0,0,0,1,1,0,0,0,,0.6776,0.677606498,18989,,7204,19084,,5078,7235,9477,0.4721,0.5242,0.4807,
110635,15,15,16,0,0,0,0,0,0,0,0,0,,0.1711,0.171076149,36172,,14170,42184,,20277,20030,16679,0.6751,0.2775,0.9107,
110644,15,15,15,0,0,0,0,1,0,0,0,0,,0.4336,0.433560717,34435,,14419,42433,,15911,25752,14048,0.8398,0.385,0.8519,
110653,15,15,16,0,0,0,0,1,1,0,0,0,,0.3651,0.365051944,31976,,13738,41752,,15149,21993,14989,0.7959,0.4234,0.8488,
110662,15,15,17,0,0,0,0,0,0,0,0,0,,0.161,0.160978234,33751,,13261,41275,,18313,49371,17629,0.6916,0.3378,0.9087,
110671,15,15,16,0,0,0,0,1,1,0,0,0,,0.5723,0.57234101,32308,,13917,41931,,12938,14536,12934,0.854,0.558,0.7505,
110680,15,15,16,0,0,0,0,0,0,0,0,0,,0.3399,0.339879701,31794,,14018,42032,,17287,26320,14740,0.8258,0.3427,0.8452,
110699,25,0,18,0,0,0,0,0,0,0,0,0,,,,,,,,,19282,125705,11700,0.5609,,,
110705,15,15,16,0,0,0,0,0,1,0,0,0,,0.3281,0.328094447,34990,,14451,42465,,14893,12526,15263,0.8507,0.3649,0.8149,
110714,15,15,17,0,0,0,0,0,1,0,0,0,,0.5094,0.509430044,35315,,14020,42034,,13640,10264,14354,0.7009,0.3935,0.7721,
110778,26,5,6,0,0,0,0,0,0,0,0,0,,,,,,,,,22934,12337,5808,0.5574,0.6667,,
110875,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,16288,,,16900,8005,1589,,,0.3818,,0.6667
110918,24,5,6,0,0,0,0,0,0,0,0,0,41,1,1,25890,,9330,9330,,9972,5254,,,0.5556,1,
111054,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,21655,,,14570,8066,4088,,,0.5364,,0.7188
111081,30,14,10,0,0,0,0,0,0,0,0,0,,0.2406,0.240618102,66475,,47446,47446,,29679,22105,7345,0.5971,0.2474,0.6692,
111188,22,13,11,0,0,0,0,0,0,0,0,0,,0.6635,0.66349481,22301,,7056,18936,,7427,16145,9436,0.7553,0.2945,0.6408,
111391,31,0,18,0,0,0,0,0,0,0,0,0,,,,,,,,,27255,10125,11429,0.375,,,
111434,2,1,3,0,0,0,0,0,1,0,0,0,,,,8911,,1360,7968,,1336,6658,9988,0.4064,0.1087,,0.2634
111461,2,1,5,0,0,0,0,0,1,0,0,0,,,,11293,,1154,6458,,1011,5695,9762,0.2963,0.1978,,0.3618
111513,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,17384,,,17600,12582,6609,,,0.5,,0.88
111638,10,4,1,0,0,0,0,1,1,0,0,0,,0.8448,0.844827586,,28723,,,29378,9193,6973,6132,1,0.5926,,0.3659
111708,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,21428,,,12182,8877,6164,,,0.5286,,0.7131
111717,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,22470,,,14375,8215,9170,,,0.4427,,0.8087
111726,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,20992,,,12182,10728,6934,,,0.5271,,0.8854
111744,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,19841,,,12182,6084,7782,,,0.6167,,0.8387
111762,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,17222,,,10486,12484,8316,,,0.2541,,0.7119
111799,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,19886,,,11954,10852,8212,,,0.3194,,0.5904
111887,4,2,5,0,0,0,0,0,1,0,0,0,,,,14874,,1346,8710,,745,6296,10273,0.3642,0.4146,,0.2425
111896,2,1,3,0,0,0,0,0,1,0,0,0,,,,14137,,1290,7226,,678,5603,10234,0.338,0.1585,,0.1823
111920,1,1,4,0,0,0,0,0,1,0,0,0,,,,11777,,1138,7018,,1219,5067,10038,0.3899,0.1993,,0.3253
111939,1,1,5,0,0,0,0,0,1,0,0,0,,,,15463,,1170,7050,,825,3717,9253,0.2349,0.3232,,0.2327
111948,16,14,13,0,0,0,0,0,0,0,0,0,61,0.5724,0.572437358,66430,,50594,50594,,29574,15359,11552,1,0.1622,0.7905,
111966,26,13,6,0,0,0,0,0,0,0,0,0,,0.9016,0.901639344,,,13972,13972,,32726,21561,8760,0.4111,0.5682,0.25,
112075,18,13,14,0,0,0,0,0,0,0,0,0,68,0.5845,0.58445471,46935,,34100,34100,,15249,7464,7028,1,0.2738,0.6463,
112084,22,7,7,0,0,0,0,0,1,0,0,0,88,0.6235,0.623471883,43515,,30438,30438,,20602,6325,6082,0.2348,0.5324,0.5679,
112127,24,0,18,0,0,0,0,0,0,0,0,0,73,,,,,,,,8215,13645,6529,0.4545,,,
112172,1,2,4,0,0,0,0,0,1,0,0,0,,,,9307,,1183,5959,,1107,3853,8642,0.3099,0.311,,0.3849
112181,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,10174,,,14950,4490,5348,,,0.4506,,0.8875
112190,5,1,5,0,0,0,0,1,0,0,0,0,,,,10324,,1598,9010,,1491,10334,9299,0.4299,0.1688,,0.3247
112251,16,0,18,0,0,0,0,0,0,0,0,0,,,,,,,,,35841,30157,13848,0.8468,,,
112260,21,14,11,0,0,0,0,0,0,0,0,0,,0.1036,0.103638368,69385,,52825,52825,,34339,27959,14133,0.9,0.1225,0.898,
112288,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,22441,,,12577,9146,2304,,,0.6752,,0.7555
112367,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,19168,,,12000,2268,3697,,,0.1722,,0.5041
112385,2,1,3,0,0,0,0,1,0,0,0,0,,,,15144,,1148,6548,,984,3155,10084,0.1708,0.1447,,0.1914
112394,22,9,7,0,0,0,0,0,0,0,0,0,,0.6404,0.640350877,32122,,19648,19648,,18687,5917,7803,0.2165,0.4538,0.3721,
112446,28,10,6,0,0,0,0,1,0,0,0,0,,,,34460,,20725,20725,,11332,3800,3491,1,0.5582,0.4808,
112455,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,18976,,,20000,10493,8552,,,0.6437,,0.5833
112525,25,0,18,0,0,0,0,0,0,0,0,0,,,,,,,,,46217,31068,10844,0.8562,,,
112561,1,1,2,0,0,0,0,0,0,0,0,0,,,,11775,,1162,6778,,665,5645,8794,0.4146,0.2916,,0.2316
112570,30,15,6,0,0,0,0,0,0,0,0,0,,0.4953,0.495291902,30863,,24495,24495,,14470,3151,6454,0.0521,0.3821,0.5,
112686,5,1,3,0,0,0,0,0,0,0,0,0,,,,14926,,1142,5846,,228,4330,8496,0.3574,0.2935,,0.1814
112826,5,1,3,0,0,0,0,1,1,0,0,0,,,,12881,,1312,8424,,792,7430,9047,0.2917,0.2627,,0.2463
113096,1,1,4,0,0,0,0,1,1,0,0,0,,,,10738,,1104,8208,,510,3626,8341,0.4177,0.2491,,0.2394
113111,4,1,3,0,0,0,0,0,0,0,0,0,,,,19525,,1143,7527,,560,3596,8559,0.1686,0.1659,,0.2914
113193,2,1,4,0,0,0,0,0,1,0,0,0,,,,14167,,1338,6824,,1104,5404,8343,0.3691,0.1956,,0.3269
113218,2,1,3,0,0,0,0,0,1,0,0,0,,,,10286,,1386,7196,,482,2820,7980,0.2739,0.2776,,0.2607
113236,14,5,12,0,0,0,0,1,1,0,0,0,,,,10307,,1142,6154,,847,4821,9929,0.4059,0.2782,0.361,
113333,7,2,5,0,0,0,0,0,0,0,0,0,,,,11249,,1552,8752,,1781,5344,8959,0.3321,0.1795,,0.6238
113449,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,16345,,,16000,4895,1159,,,0.6078,,0.5948
113537,30,11,6,0,0,0,0,0,0,0,0,0,,,,,,13350,13350,,9731,6638,2741,,0.1053,,
113573,1,1,4,0,0,0,0,0,1,0,0,0,,,,15024,,1335,7663,,832,6463,9445,0.278,0.3832,,0.264
113582,30,9,6,0,0,0,0,0,0,0,0,0,,0.5,0.5,31825,,22510,22510,,20951,5066,5159,,0.3776,0.5,
113634,1,1,5,0,0,0,0,0,1,0,0,0,,,,12292,,1312,8424,,2004,6305,9258,0.3279,0.1645,,0.4476
113698,19,13,10,0,0,0,0,0,0,0,0,0,,0.8843,0.884306374,61248,,44690,44690,,24291,16410,8716,0.3414,0.3004,0.7204,
113704,24,0,18,0,0,0,0,0,0,0,0,0,30,,,,,,,,15546,23248,3239,0.7222,,,
113856,5,1,5,0,0,0,0,0,1,0,0,0,,,,15093,,1220,7016,,759,5447,9088,0.3194,0.2573,,0.3109
113980,1,1,5,0,0,0,0,1,1,0,0,0,,,,15936,,1142,5846,,995,4292,9341,0.3497,0.295,,0.3174
114044,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,30096,,,17600,11589,1799,,,0.5069,,0.6786
114114,26,0,18,0,0,0,0,0,0,0,0,0,,,,,,,,,13096,3901,,,,,
114123,23,11,6,0,0,0,0,0,0,0,0,0,,,,,26268,,,19650,9707,2903,3917,0.2333,0.5165,0.5806,
114266,5,1,4,0,0,0,0,1,0,0,0,0,,,,17876,,1356,7852,,857,7540,12597,0.3434,0.2768,,0.3237
114354,30,15,9,0,0,0,0,0,0,0,0,0,,0.3947,0.406487582,48738,,32293,32293,,29217,6148,3620,0.4104,0.2869,0.7423,
114390,30,15,6,0,0,0,0,0,0,0,0,0,,0.3687,0.406487582,46244,,32293,32293,,47984,10096,2299,0.4063,0.3036,0.7164,
114415,-2,-2,-2,0,0,0,0,0,0,0,0,0,,0.5669,0.406487582,42591,,32293,32293,,32333,6803,4018,0.2727,0.396,,0.6941
114433,14,5,9,0,0,0,0,0,0,0,0,0,,,,16299,,1461,8511,,632,7314,7640,0.2143,0.1681,0.355,
114460,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,19002,,,16405,7732,5063,,,0.4764,,0.7125
114549,17,0,18,0,0,0,0,0,0,0,0,0,,,,,,,,,22149,11208,6539,0.3061,,,
114585,26,0,18,0,0,0,0,0,0,0,0,0,,,,,,,,,8410,2287,4000,0.0267,,,
114628,-2,-2,-2,,,,,,NU,,0,0,,,,,19200,,,9750,3242,8072,,,0.1786,,
114637,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,15628,,,11250,5888,5066,,,0.6667,,1
114716,14,5,12,0,0,0,0,0,0,0,0,0,,,,11726,,1554,8752,,2179,6529,9126,0.2857,0.0732,0.5569,
114734,24,0,18,0,0,0,0,0,0,0,0,0,30,,,,,,,,8348,16491,7139,,,,
114761,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,17334,,,13700,7892,2920,,,0.5773,,0.6857
114789,5,1,5,0,0,0,0,0,1,0,0,0,,,,9506,,1304,6944,,504,4499,9148,0.396,0.3475,,0.1757
114813,18,13,12,0,0,0,0,0,1,0,0,0,43,0.7239,0.723916533,38420,,30458,30458,,13676,5460,7065,0.9412,0.5771,0.6538,
114840,24,0,18,0,0,0,0,0,0,0,0,0,78,,,,,,,,11434,11071,7198,0.9192,,,
114859,1,1,5,0,0,0,0,0,0,0,0,0,,,,11056,,1138,6010,,860,4898,9528,0.4372,0.2333,,0.2876
114938,4,1,3,0,0,0,0,0,1,0,0,0,,,,11176,,1166,6374,,783,5403,9806,0.2748,0.2488,,0.2888
114947,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,35210,,,21183,24032,16718,,,0.1189,,0.8962
115001,4,2,4,0,0,0,0,0,1,0,0,0,,,,9888,,1175,6335,,993,4944,8868,0.2937,0.3491,,0.2872
115010,10,4,2,0,0,0,0,0,0,0,0,0,,,,,27476,,,33247,16533,5647,6477,0.3125,0.7003,,0.6609
115083,18,5,9,0,0,0,0,0,0,0,0,0,,,,,,16095,16095,,21927,8572,9376,1,0.2209,,
115126,1,1,4,0,0,0,0,1,1,0,0,0,,,,10951,,1178,6578,,1360,4361,10451,0.3043,0.245,,0.3429
115214,24,0,18,0,0,0,0,0,0,0,0,0,,,,,,,,,8358,9676,8198,0.6,,,
115296,1,1,5,0,0,0,0,0,1,0,0,0,,,,9956,,1386,7196,,364,2875,7657,0.3402,0.2482,,0.2672
115357,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,16268,,,18400,6870,1085,,,0.6786,,0.65
115393,1,1,4,0,0,0,0,0,1,0,0,0,,,,16171,,1420,7670,,439,4112,8161,0.3343,0.2111,,0.3109
115409,21,14,8,0,0,0,0,0,0,0,0,0,,0.1542,0.154242276,71917,,54636,54636,,32071,34634,13277,0.9196,0.1277,0.9588,
115658,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,17699,,,11880,4669,1376,,,0.7414,,0.75
115728,19,11,8,0,0,0,0,1,1,0,0,0,30,0.5256,0.525617398,53298,,38188,38188,,17628,10585,7523,0.328,0.4772,0.4274,
115746,26,0,18,0,0,0,0,0,0,0,0,0,,,,,,,,,28171,10484,6987,0.1658,,,
115755,19,13,13,0,0,0,0,0,1,0,0,0,,0.8183,0.818300882,23661,,7493,19373,,4487,8209,9457,0.5505,0.5573,0.4659,
115773,22,7,6,0,0,0,0,1,1,0,0,0,,,,25489,,14004,14004,,14078,5960,5422,0.1448,0.6582,0.4098,
115861,4,2,4,0,0,0,0,0,1,0,0,0,,,,10585,,1142,5774,,440,4670,8347,0.5926,0.5297,,0.2729
115931,10,4,2,0,0,0,0,0,0,0,0,0,,,,,28682,,,14348,7625,1512,5251,0.5417,0.457,,0.7885
116226,30,5,6,0,0,0,0,0,0,0,0,0,,,,,,18250,18250,,21047,2886,7081,,0.2358,,
116350,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,20542,,,18900,11787,5803,,,0.4763,,0.7054
116439,2,1,4,0,0,0,0,1,0,0,0,0,,,,10988,,1142,7958,,1559,4696,10108,0.2479,0.1704,,0.4514
116563,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,29775,,,14064,11771,4721,,,0.625,,0.8511
116712,17,5,6,0,0,0,0,0,1,0,0,0,,,,,,,,,21999,12374,5677,0.1383,0.5441,,
116846,21,11,8,0,0,0,0,0,0,0,0,0,80,0.8293,0.829268293,51820,,30938,30938,,16483,22471,7563,0.2308,0.4,0.2857,
117052,2,1,4,0,0,0,0,0,1,0,0,0,,,,9546,,1304,6944,,515,4843,8831,0.4145,0.3348,,0.2434
117104,22,11,8,0,0,0,0,0,1,0,0,0,79,0.9669,0.966887417,26502,,14884,14884,,10591,4363,6277,0.3261,0.4894,0.4815,
117113,30,7,6,0,0,0,0,0,0,0,0,0,,,,30447,,18742,18742,,7592,5258,5891,0.1485,0.6095,0.4678,
117140,17,9,12,0,0,0,0,0,1,0,0,0,,0.4754,0.475411882,52724,,41450,41450,,19899,9077,9079,0.3772,0.4387,0.6627,
117168,30,15,6,0,0,0,0,0,0,0,0,0,,0.3346,0.334625323,45105,,29800,29800,,20138,11986,8576,0.1477,0.3292,0.5161,
117195,6,1,2,0,0,0,0,0,1,0,0,0,,,,12088,,1224,7269,,1556,5582,6838,0.2166,0.2125,,0.2909
117238,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,16855,,,16475,9078,2784,,,0.7339,,0.7442
117247,5,1,3,0,0,0,0,1,0,0,0,0,,,,12953,,1230,7110,,1329,5762,8577,0.3831,0.2241,,0.2458
117274,2,1,2,0,0,0,0,0,0,0,0,0,,,,15788,,1127,5951,,1094,5036,7528,0.3684,0.1276,,0.2431
117520,26,0,18,0,0,0,0,0,0,0,0,0,,,,,,,,,32381,11884,6864,0.4773,,,
117557,29,6,6,0,0,0,0,0,0,0,0,0,,,,21195,,10830,10830,,10158,2832,5157,0.6667,0.2587,0.8261,
117575,24,5,6,0,0,0,0,0,0,0,0,0,54,,,32970,,15600,15600,,9677,4445,3970,0.2927,0.3425,,
117627,19,11,10,0,0,0,0,0,1,0,0,0,95,0.4821,0.482077542,43320,,32130,32130,,29377,10104,7818,0.3313,0.4834,0.4742,
117636,25,11,13,0,0,0,0,0,0,0,0,0,95,,,,,,,,33814,27066,8083,0.9159,0.3449,,
117645,4,1,5,0,0,0,0,1,1,0,0,0,,,,11049,,1188,7500,,713,4318,6745,0.3376,0.3363,,0.1892
117672,26,10,6,0,0,0,0,0,0,0,0,0,,,,22472,,8244,8244,,22254,12815,6329,0.359,0.1106,,
117690,2,1,3,0,0,0,0,0,1,0,0,0,,,,15062,,1220,7538,,900,6243,9205,0.3057,0.2706,,0.2302
117706,1,1,4,0,0,0,0,0,1,0,0,0,,,,14914,,1220,7770,,816,5615,9121,0.3497,0.2997,,0.3002
117715,2,1,3,0,0,0,0,0,0,0,0,0,,,,12416,,1220,7538,,362,7711,8808,0.261,0.3888,,0.1212
117724,8,1,4,0,0,0,0,0,1,0,0,0,,,,12817,,1220,7538,,432,7645,9189,0.3292,0.3285,,0.2746
117733,1,1,4,0,0,0,0,0,1,0,0,0,,,,15289,,1220,7538,,684,5744,9145,0.319,0.3142,,0.211
117751,19,13,11,0,0,0,0,0,0,0,0,0,42,0.658,0.65802269,45043,,33020,33020,,13698,8399,6465,0.2394,0.3023,0.5546,
117788,2,1,4,0,0,0,0,1,1,0,0,0,,,,12383,,1220,7538,,750,6304,9637,0.3014,0.2814,,0.2051
117803,10,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,4128,30280,10513,1,0.39,,
117867,1,1,3,0,0,0,0,0,1,0,0,0,,,,13876,,1220,7538,,490,6030,8615,0.2525,0.276,,0.1861
117894,1,1,3,0,0,0,0,1,1,0,0,0,,,,11427,,1312,8424,,696,7306,8710,0.374,0.2806,,0.3362
117928,30,7,6,0,0,0,0,0,0,0,0,0,,,,26961,,18742,18742,,11110,7197,6072,0.1644,0.6032,0.3275,
117946,16,15,14,0,0,0,0,0,0,0,0,0,30,0.5248,0.524803329,62119,,46386,46386,,32229,17562,11411,0.5535,0.1746,0.7911,
117955,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,19774,,,17450,8340,3135,,,0.5605,,0.7011
118143,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,22899,,,16075,7209,2333,,,0.6765,,0.6429
118161,-2,-2,-2,0,0,0,0,0,0,0,0,0,,1,1,,20077,,,19522,10796,4545,,,0.3365,,0.7907
118189,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,24262,,,9250,3650,5591,,,1,,0.8
118198,7,4,2,0,0,0,0,0,0,0,0,0,,0.9423,0.942307692,,20438,,,14860,12132,3390,3748,0.2535,0.6327,,0.636
118259,13,4,1,0,0,0,0,0,0,0,0,0,,,,,27286,,,15892,11775,3854,4719,,0.7548,,0.6894
118277,10,4,2,0,0,0,0,0,0,0,0,0,,,,,30319,,,17441,14008,4380,6282,,0.5628,,0.8622
118286,13,4,1,0,0,0,0,0,0,0,0,0,,,,,29975,,,15873,10265,3049,5464,,0.6781,,0.8303
118347,5,1,3,0,0,0,0,0,0,0,0,0,,,,17803,,1490,9320,,1260,10707,10306,0.4175,0.1293,,0.2956
118541,21,11,7,0,0,0,0,0,1,0,0,0,30,,,50098,,35884,35884,,19701,5821,7221,0.383,0.4066,0.3487,
118684,5,1,2,0,0,0,0,0,1,0,0,0,,,,15151,,1423,7063,,571,7890,7380,0.2,0.2735,,0.2212
118693,29,13,8,0,0,0,0,0,0,0,0,0,,0.4299,0.429873217,57159,,41350,41350,,20522,8413,11342,0.2321,0.1067,0.5282,
118718,4,2,4,0,0,0,0,0,0,0,0,0,,,,15474,,1150,6115,,645,4975,7891,0.3663,0.3994,,0.2469
118772,8,1,3,0,0,0,0,1,1,0,0,0,,,,16095,,1230,7110,,1404,4721,8657,0.3065,0.1861,,0.1711
118888,19,11,11,0,0,0,0,0,1,0,0,1,,0.871,0.870967742,61838,,46236,46236,,19372,16342,10485,0.4133,0.4715,0.6905,
118912,14,5,12,0,0,0,0,0,0,0,0,0,,,,8559,,1152,6768,,1317,5646,12482,0.2639,0.2565,0.3134,
118930,2,1,3,0,0,0,0,1,1,0,0,0,,,,15181,,1185,6105,,1649,9027,9075,0.4006,0.1849,,0.2449
118958,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,19063,,,16409,6193,4949,,,0.5,,0.5217
118967,10,4,2,0,0,0,0,0,0,0,0,0,,,,,24649,,,20855,11303,2244,6798,,0.6363,,0.7409
118976,14,5,12,0,0,0,0,0,1,0,0,0,,,,14942,,1162,6778,,547,3843,8813,0.4576,0.3751,0.1888,
118994,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,17306,,,17342,6206,1897,,,0.6568,,0.6286
119058,18,11,6,0,0,0,0,0,0,0,0,0,,,0.170950724,,,,,,21994,12800,9414,0.8646,0.2727,,
119067,2,1,3,0,0,0,0,0,1,0,0,0,,,,12373,,1176,6792,,998,5607,8489,0.3096,0.1858,,0.2673
119137,1,2,4,0,0,0,0,0,1,0,0,0,,,,8800,,1388,7050,,969,3769,8468,0.3352,0.1864,,0.3772
119164,4,1,5,0,0,0,0,1,1,0,0,0,,,,10109,,1349,8741,,946,7469,10137,0.3892,0.3331,,0.3236
119173,18,7,10,0,0,0,0,1,1,0,0,1,30,0.8121,0.81207483,52180,,39608,39608,,23410,11399,8937,0.2698,0.5719,0.658,
119216,4,1,4,0,0,0,0,0,1,0,0,0,,,,11742,,1386,8946,,573,4107,8224,0.213,0.3523,,0.2615
119270,30,11,6,0,0,0,0,0,0,0,0,0,,0.8004,0.800438596,40267,,24030,24030,,24869,7175,3249,0.2727,0.2197,0.6069,
119331,4,1,3,0,0,0,0,0,1,0,0,0,,,,17453,,1142,6758,,1061,4495,9009,0.3116,0.2074,,0.3365
119553,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,29218,,,15588,18269,9384,,,0.6145,,0.7354
119605,18,5,15,0,0,0,0,1,1,0,0,0,,,,27409,,13016,13016,,14022,5241,10242,0.2314,0.355,0.4219,
119678,18,0,18,0,0,0,0,0,0,0,0,0,,,,,,,,,,,13518,0.8857,,,
119775,30,11,6,0,0,0,0,0,0,0,0,0,,0.9912,0.99122807,41660,,26463,26463,,14360,7363,6965,0.1011,0.4855,0.3889,
119845,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,16306,,,17700,9041,4101,,,0.413,,0.7571
119951,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,21144,,,15573,7638,3776,,,0.4615,,0.5865
120069,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,30924,,,15593,11642,2913,,,0.9229,,0.6934
120078,10,4,2,0,0,0,0,0,0,0,0,0,,0.6788,0.678756477,,28886,,,33247,8745,1730,5845,0.1,0.7129,,0.686
120087,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,30226,,,33247,11019,2958,,,0.8393,,0.6114
120184,19,7,10,0,0,0,0,0,1,0,0,0,30,0.9362,0.936218679,51716,,34196,34196,,18563,8547,8735,0.2366,0.4226,0.4773,
120254,21,14,11,0,0,0,0,0,0,0,0,0,,0.4179,0.417859779,69442,,52838,52838,,29036,20159,11132,0.7154,0.1991,0.8436,
120290,8,1,4,0,0,0,0,0,0,0,0,0,,,,16933,,1162,6730,,1659,4537,11077,0.2669,0.1445,,0.4142
120342,1,1,5,0,0,0,0,1,1,0,0,0,,,,10764,,1186,7690,,1227,3935,10336,0.3293,0.2352,,0.3857
120403,30,11,9,0,0,0,0,1,0,0,0,0,,0.9125,0.9125387,60426,,45620,45620,,29908,18101,7874,0.1631,0.3842,0.5514,
120421,1,1,3,0,0,0,0,0,1,0,0,0,,,,9000,,1388,7050,,325,4552,8524,0.4108,0.3138,,0.2383
120537,19,7,10,0,0,0,0,0,1,0,0,0,48,0.2837,0.309574468,42742,,31800,31800,,13351,7529,5358,0.1584,0.4318,0.4821,
120661,10,4,2,0,0,0,0,0,0,0,0,0,,0.8773,0.87732342,,25239,,,15440,15406,7565,5905,0.7143,0.5568,,0.7457
